Population Size,Mutation Rate,Crossover Rate,Satisfied Clauses
100,0.01,0.6,135789
100,0.01,0.6,135655
100,0.01,0.6,135793
100,0.01,0.6,135826
100,0.01,0.6,135863
100,0.01,0.6,135771
100,0.01,0.6,135663
100,0.01,0.6,135754
100,0.01,0.6,135793
100,0.01,0.6,135850
100,0.01,0.6,135758
100,0.01,0.6,135927
100,0.01,0.6,135761
100,0.01,0.6,135909
100,0.01,0.6,135892
100,0.01,0.6,135991
100,0.01,0.6,135713
100,0.01,0.6,135912
100,0.01,0.6,135817
100,0.01,0.6,135738
100,0.01,0.6,135847
100,0.01,0.6,135678
100,0.01,0.6,135918
100,0.01,0.6,135848
100,0.01,0.6,135824
100,0.01,0.6,135744
100,0.01,0.6,135875
100,0.01,0.6,135899
100,0.01,0.6,135749
100,0.01,0.6,135859
100,0.01,0.6,135842
100,0.01,0.6,135738
100,0.01,0.6,135765
100,0.01,0.6,135921
100,0.01,0.6,135658
100,0.01,0.6,135935
100,0.01,0.6,135859
100,0.01,0.6,135620
100,0.01,0.6,135810
100,0.01,0.6,135930
100,0.01,0.6,135675
100,0.01,0.6,135773
100,0.01,0.6,136002
100,0.01,0.6,135891
100,0.01,0.6,135930
100,0.01,0.6,135752
100,0.01,0.6,135659
100,0.01,0.6,135752
100,0.01,0.6,135733
100,0.01,0.6,136063
100,0.01,0.6,135775
100,0.01,0.6,135787
100,0.01,0.6,135927
100,0.01,0.6,135857
100,0.01,0.6,135693
100,0.01,0.6,135862
100,0.01,0.6,135814
100,0.01,0.6,135840
100,0.01,0.6,135513
100,0.01,0.6,135638
100,0.01,0.6,135886
100,0.01,0.6,135684
100,0.01,0.6,135715
100,0.01,0.6,135843
100,0.01,0.6,135741
100,0.01,0.6,135633
100,0.01,0.6,135845
100,0.01,0.6,135650
100,0.01,0.6,135841
100,0.01,0.6,135677
100,0.01,0.6,135869
100,0.01,0.6,135907
100,0.01,0.6,135871
100,0.01,0.85,136012
100,0.01,0.85,135954
100,0.01,0.85,135832
100,0.01,0.85,135941
100,0.01,0.85,135843
100,0.01,0.85,135639
100,0.01,0.85,135727
100,0.01,0.85,135829
100,0.01,0.85,136098
100,0.01,0.85,135802
100,0.01,0.85,135773
100,0.01,0.85,135847
100,0.01,0.85,135608
100,0.01,0.85,135701
100,0.01,0.85,135753
100,0.01,0.85,135905
100,0.01,0.85,135753
100,0.01,0.85,135979
100,0.01,0.85,135855
100,0.01,0.85,135817
100,0.01,0.85,135777
100,0.01,0.85,136101
100,0.01,0.85,135947
100,0.01,0.85,135757
100,0.01,0.85,135705
100,0.01,0.85,135755
100,0.01,0.85,135801
100,0.01,0.85,135658
100,0.01,0.85,135743
100,0.01,0.85,135952
100,0.01,0.85,135877
100,0.01,0.85,135819
100,0.01,0.85,135993
100,0.01,0.85,135971
100,0.01,0.85,135984
100,0.01,0.85,135728
100,0.01,0.85,135803
100,0.01,0.85,135845
100,0.01,0.85,135861
100,0.01,0.85,135906
100,0.01,0.85,135962
100,0.01,0.85,136010
100,0.01,0.85,135678
100,0.01,0.85,135852
100,0.01,0.85,135568
100,0.01,0.85,135944
100,0.01,0.85,135908
100,0.01,0.85,135850
100,0.01,0.85,135918
100,0.01,0.85,135836
100,0.01,0.85,135686
100,0.01,0.85,135814
100,0.01,0.85,135843
100,0.01,0.85,135745
100,0.01,0.85,135851
100,0.01,0.85,135815
100,0.01,0.85,135674
100,0.01,0.85,135974
100,0.01,0.85,135692
100,0.01,0.85,135671
100,0.01,0.85,135942
100,0.01,0.85,135833
100,0.01,0.85,135660
100,0.01,0.85,135699
100,0.01,0.85,135751
100,0.01,0.85,136023
100,0.01,0.85,136036
100,0.01,0.85,135955
100,0.01,0.85,135827
100,0.01,0.85,135786
100,0.01,0.85,135754
100,0.01,0.85,135827
100,0.01,0.85,135812
100,0.01,0.85,135935
100,0.01,0.85,135927
100,0.01,0.85,135715
100,0.01,0.85,135585
100,0.01,0.85,135767
100,0.01,0.85,135768
100,0.01,0.85,135865
100,0.01,0.85,135873
100,0.01,0.85,135750
100,0.01,0.85,135656
100,0.01,0.85,135742
100,0.01,0.85,135973
100,0.01,0.85,135922
100,0.01,0.85,135956
100,0.01,0.85,136090
100,0.01,0.85,135809
100,0.01,0.85,135846
100,0.01,0.85,135783
100,0.01,0.85,135863
100,0.01,0.85,135700
100,0.01,0.85,135629
100,0.01,0.85,135733
100,0.01,0.85,135755
100,0.01,0.85,135768
100,0.01,0.85,135911
100,0.01,0.85,135725
100,0.01,0.85,135719
100,0.01,1.0,135814
100,0.01,1.0,135811
100,0.01,1.0,135811
100,0.01,1.0,136029
100,0.01,1.0,135774
100,0.01,1.0,135802
100,0.01,1.0,135854
100,0.01,1.0,135752
100,0.01,1.0,135797
100,0.01,1.0,135973
100,0.01,1.0,135911
100,0.01,1.0,135964
100,0.01,1.0,135652
100,0.01,1.0,135931
100,0.01,1.0,135757
100,0.01,1.0,135945
100,0.01,1.0,135730
100,0.01,1.0,136031
100,0.01,1.0,135699
100,0.01,1.0,135824
100,0.01,1.0,135818
100,0.01,1.0,135572
100,0.01,1.0,135510
100,0.01,1.0,136020
100,0.01,1.0,135818
100,0.01,1.0,135833
100,0.01,1.0,135716
100,0.01,1.0,135733
100,0.01,1.0,135773
100,0.01,1.0,135709
100,0.01,1.0,135704
100,0.01,1.0,135814
100,0.01,1.0,135619
100,0.01,1.0,135733
100,0.01,1.0,135785
100,0.01,1.0,135803
100,0.01,1.0,135721
100,0.01,1.0,135551
100,0.01,1.0,135658
100,0.01,1.0,135855
100,0.01,1.0,135589
100,0.01,1.0,135502
100,0.01,1.0,135657
100,0.01,1.0,135596
100,0.01,1.0,135525
100,0.01,1.0,135651
100,0.01,1.0,135559
100,0.01,1.0,135708
100,0.01,1.0,135740
100,0.01,1.0,135945
100,0.01,1.0,135743
100,0.01,1.0,135857
100,0.01,1.0,135956
100,0.01,1.0,135787
100,0.01,1.0,135624
100,0.01,1.0,135898
100,0.01,1.0,135661
100,0.01,1.0,135692
100,0.01,1.0,135670
100,0.01,1.0,135734
100,0.01,1.0,135708
100,0.01,1.0,135646
100,0.01,1.0,136025
100,0.01,1.0,135365
100,0.01,1.0,135741
100,0.01,1.0,135730
100,0.01,1.0,135686
100,0.01,1.0,135752
100,0.01,1.0,135536
100,0.01,1.0,135809
100,0.01,1.0,135767
100,0.01,1.0,135875
100,0.01,1.0,135647
100,0.01,1.0,135869
100,0.01,1.0,135804
100,0.01,1.0,135888
100,0.01,1.0,135802
100,0.01,1.0,135925
100,0.01,1.0,135701
100,0.01,1.0,135823
100,0.01,1.0,135625
100,0.01,1.0,135812
100,0.01,1.0,135592
100,0.01,1.0,135769
100,0.01,1.0,135613
100,0.01,1.0,135720
100,0.01,1.0,136076
100,0.01,1.0,135510
100,0.01,1.0,135727
100,0.01,1.0,135595
100,0.01,1.0,135696
100,0.01,1.0,135551
100,0.01,1.0,135878
100,0.01,1.0,135620
100,0.01,1.0,135897
100,0.01,1.0,135930
100,0.01,1.0,135735
100,0.01,1.0,136014
100,0.01,1.0,135758
100,0.01,1.0,135791
100,0.05,0.6,135951
100,0.05,0.6,135928
100,0.05,0.6,135710
100,0.05,0.6,135845
100,0.05,0.6,135664
100,0.05,0.6,135795
100,0.05,0.6,135864
100,0.05,0.6,135924
100,0.05,0.6,135746
100,0.05,0.6,135761
100,0.05,0.6,135791
100,0.05,0.6,135762
100,0.05,0.6,135768
100,0.05,0.6,135921
100,0.05,0.6,136079
100,0.05,0.6,135815
100,0.05,0.6,135812
100,0.05,0.6,135758
100,0.05,0.6,135782
100,0.05,0.6,135918
100,0.05,0.6,135966
100,0.05,0.6,135842
100,0.05,0.6,135796
100,0.05,0.6,136001
100,0.05,0.6,135850
100,0.05,0.6,135799
100,0.05,0.6,135749
100,0.05,0.6,135786
100,0.05,0.6,135734
100,0.05,0.6,135579
100,0.05,0.6,135846
100,0.05,0.6,135766
100,0.05,0.6,135967
100,0.05,0.6,135832
100,0.05,0.6,135634
100,0.05,0.6,135725
100,0.05,0.6,135778
100,0.05,0.6,135825
100,0.05,0.6,135839
100,0.05,0.6,135876
100,0.05,0.6,135675
100,0.05,0.6,136142
100,0.05,0.6,135932
100,0.05,0.6,135886
100,0.05,0.6,135726
100,0.05,0.6,135688
100,0.05,0.6,135816
100,0.05,0.6,135747
100,0.05,0.6,135803
100,0.05,0.6,135808
100,0.05,0.6,135733
100,0.05,0.6,135763
100,0.05,0.6,135618
100,0.05,0.6,135699
100,0.05,0.6,135775
100,0.05,0.6,135833
100,0.05,0.6,135654
100,0.05,0.6,135854
100,0.05,0.6,135819
100,0.05,0.6,135917
100,0.05,0.6,135801
100,0.05,0.6,135726
100,0.05,0.6,135922
100,0.05,0.6,135746
100,0.05,0.6,135730
100,0.05,0.6,135626
100,0.05,0.6,135909
100,0.05,0.6,135689
100,0.05,0.6,135910
100,0.05,0.6,135763
100,0.05,0.6,135820
100,0.05,0.6,135906
100,0.05,0.6,135842
100,0.05,0.6,135853
100,0.05,0.6,135853
100,0.05,0.6,135945
100,0.05,0.6,135720
100,0.05,0.6,135832
100,0.05,0.6,135846
100,0.05,0.6,135707
100,0.05,0.6,135780
100,0.05,0.6,135740
100,0.05,0.6,135715
100,0.05,0.6,135806
100,0.05,0.6,135860
100,0.05,0.6,135888
100,0.05,0.6,135819
100,0.05,0.6,135925
100,0.05,0.6,135740
100,0.05,0.6,135914
100,0.05,0.6,135829
100,0.05,0.6,135730
100,0.05,0.6,135748
100,0.05,0.6,135770
100,0.05,0.6,135874
100,0.05,0.6,135648
100,0.05,0.6,135990
100,0.05,0.6,135705
100,0.05,0.6,135813
100,0.05,0.6,135745
100,0.05,0.85,135811
100,0.05,0.85,135744
100,0.05,0.85,135817
100,0.05,0.85,135811
100,0.05,0.85,135960
100,0.05,0.85,135994
100,0.05,0.85,135935
100,0.05,0.85,135755
100,0.05,0.85,135878
100,0.05,0.85,135871
100,0.05,0.85,135834
100,0.05,0.85,135732
100,0.05,0.85,135838
100,0.05,0.85,135880
100,0.05,0.85,135733
100,0.05,0.85,135723
100,0.05,0.85,135708
100,0.05,0.85,135789
100,0.05,0.85,135788
100,0.05,0.85,135970
100,0.05,0.85,135843
100,0.05,0.85,135638
100,0.05,0.85,135917
100,0.05,0.85,135941
100,0.05,0.85,135898
100,0.05,0.85,135906
100,0.05,0.85,135909
100,0.05,0.85,136136
100,0.05,0.85,135747
100,0.05,0.85,135921
100,0.05,0.85,135715
100,0.05,0.85,135842
100,0.05,0.85,135742
100,0.05,0.85,135837
100,0.05,0.85,135747
100,0.05,0.85,135735
100,0.05,0.85,135986
100,0.05,0.85,135905
100,0.05,0.85,136107
100,0.05,0.85,135774
100,0.05,0.85,135873
100,0.05,0.85,135775
100,0.05,0.85,135806
100,0.05,0.85,135761
100,0.05,0.85,136116
100,0.05,0.85,135925
100,0.05,0.85,135856
100,0.05,0.85,135868
100,0.05,0.85,135850
100,0.05,0.85,135762
100,0.05,0.85,135827
100,0.05,0.85,135825
100,0.05,0.85,135854
100,0.05,0.85,135968
100,0.05,0.85,135890
100,0.05,0.85,135787
100,0.05,0.85,135727
100,0.05,0.85,135780
100,0.05,0.85,135763
100,0.05,0.85,135845
100,0.05,0.85,135783
100,0.05,0.85,135687
100,0.05,0.85,135883
100,0.05,0.85,135963
100,0.05,0.85,135611
100,0.05,0.85,135853
100,0.05,0.85,135914
100,0.05,0.85,135924
100,0.05,0.85,135757
100,0.05,0.85,135799
100,0.05,0.85,135801
100,0.05,0.85,135779
100,0.05,0.85,135814
100,0.05,0.85,136011
100,0.05,0.85,135686
100,0.05,0.85,136138
100,0.05,0.85,135956
100,0.05,0.85,135853
100,0.05,0.85,135783
100,0.05,0.85,135794
100,0.05,0.85,135746
100,0.05,0.85,135692
100,0.05,0.85,135711
100,0.05,0.85,135732
100,0.05,0.85,135666
100,0.05,0.85,136131
100,0.05,0.85,135804
100,0.05,0.85,135865
100,0.05,0.85,135737
100,0.05,0.85,135770
100,0.05,0.85,135803
100,0.05,0.85,135620
100,0.05,0.85,136014
100,0.05,0.85,135660
100,0.05,0.85,135679
100,0.05,0.85,135678
100,0.05,0.85,135778
100,0.05,0.85,135824
100,0.05,0.85,135561
100,0.05,0.85,135867
100,0.05,1.0,135886
100,0.05,1.0,135852
100,0.05,1.0,136046
100,0.05,1.0,135927
100,0.05,1.0,135900
100,0.05,1.0,135987
100,0.05,1.0,135740
100,0.05,1.0,135932
100,0.05,1.0,135780
100,0.05,1.0,135840
100,0.05,1.0,135674
100,0.05,1.0,135867
100,0.05,1.0,135868
100,0.05,1.0,135900
100,0.05,1.0,135970
100,0.05,1.0,136009
100,0.05,1.0,135889
100,0.05,1.0,135613
100,0.05,1.0,136158
100,0.05,1.0,135838
100,0.05,1.0,135914
100,0.05,1.0,135818
100,0.05,1.0,136012
100,0.05,1.0,135911
100,0.05,1.0,135796
100,0.05,1.0,135943
100,0.05,1.0,135592
100,0.05,1.0,135902
100,0.05,1.0,135856
100,0.05,1.0,135790
100,0.05,1.0,135696
100,0.05,1.0,135711
100,0.05,1.0,135496
100,0.05,1.0,135748
100,0.05,1.0,135732
100,0.05,1.0,135809
100,0.05,1.0,135873
100,0.05,1.0,135845
100,0.05,1.0,135674
100,0.05,1.0,135727
100,0.05,1.0,135863
100,0.05,1.0,135778
100,0.05,1.0,135819
100,0.05,1.0,135613
100,0.05,1.0,135706
100,0.05,1.0,135658
100,0.05,1.0,135532
100,0.05,1.0,135475
100,0.05,1.0,135522
100,0.05,1.0,135808
100,0.05,1.0,135879
100,0.05,1.0,135808
100,0.05,1.0,135749
100,0.05,1.0,135759
100,0.05,1.0,135627
100,0.05,1.0,135767
100,0.05,1.0,135639
100,0.05,1.0,135797
100,0.05,1.0,135710
100,0.05,1.0,135533
100,0.05,1.0,135651
100,0.05,1.0,135801
100,0.05,1.0,135667
100,0.05,1.0,135834
100,0.05,1.0,135806
100,0.05,1.0,135804
100,0.05,1.0,135511
100,0.05,1.0,135686
100,0.05,1.0,135857
100,0.05,1.0,135683
100,0.05,1.0,135774
100,0.05,1.0,135557
100,0.05,1.0,135729
100,0.05,1.0,135721
100,0.05,1.0,136012
100,0.05,1.0,135716
100,0.05,1.0,135719
100,0.05,1.0,135812
100,0.05,1.0,135762
100,0.05,1.0,135628
100,0.05,1.0,135653
100,0.05,1.0,135679
100,0.05,1.0,135806
100,0.05,1.0,135933
100,0.05,1.0,135703
100,0.05,1.0,135657
100,0.05,1.0,135662
100,0.05,1.0,135940
100,0.05,1.0,135822
100,0.05,1.0,135938
100,0.05,1.0,135765
100,0.05,1.0,135530
100,0.05,1.0,135676
100,0.05,1.0,135809
100,0.05,1.0,135812
100,0.05,1.0,135817
100,0.05,1.0,135751
100,0.05,1.0,135598
100,0.05,1.0,135700
100,0.05,1.0,135564
100,0.1,0.6,135811
100,0.1,0.6,135562
100,0.1,0.6,135760
100,0.1,0.6,135771
100,0.1,0.6,135650
100,0.1,0.6,135573
100,0.1,0.6,135573
100,0.1,0.6,135687
100,0.1,0.6,135540
100,0.1,0.6,135752
100,0.1,0.6,135943
100,0.1,0.6,135480
100,0.1,0.6,135530
100,0.1,0.6,135685
100,0.1,0.6,135594
100,0.1,0.6,135668
100,0.1,0.6,135538
100,0.1,0.6,135454
100,0.1,0.6,135696
100,0.1,0.6,135766
100,0.1,0.6,135810
100,0.1,0.6,135484
100,0.1,0.6,135754
100,0.1,0.6,135546
100,0.1,0.6,135579
100,0.1,0.6,135665
100,0.1,0.6,135725
100,0.1,0.6,135688
100,0.1,0.6,135812
100,0.1,0.6,135711
100,0.1,0.6,135727
100,0.1,0.6,135883
100,0.1,0.6,135727
100,0.1,0.6,135589
100,0.1,0.6,135811
100,0.1,0.6,135830
100,0.1,0.6,135621
100,0.1,0.6,135715
100,0.1,0.6,135603
100,0.1,0.6,135629
100,0.1,0.6,135624
100,0.1,0.6,135693
100,0.1,0.6,135731
100,0.1,0.6,135635
100,0.1,0.6,135787
100,0.1,0.6,135608
100,0.1,0.6,135638
100,0.1,0.6,135694
100,0.1,0.6,135818
100,0.1,0.6,135775
100,0.1,0.6,135548
100,0.1,0.6,135659
100,0.1,0.6,135782
100,0.1,0.6,135699
100,0.1,0.6,135675
100,0.1,0.6,135632
100,0.1,0.6,135738
100,0.1,0.6,135681
100,0.1,0.6,135889
100,0.1,0.6,135532
100,0.1,0.6,135618
100,0.1,0.6,135838
100,0.1,0.6,135699
100,0.1,0.6,135553
100,0.1,0.6,135427
100,0.1,0.6,135710
100,0.1,0.6,135892
100,0.1,0.6,135601
100,0.1,0.6,135808
100,0.1,0.6,135494
100,0.1,0.6,135581
100,0.1,0.6,135636
100,0.1,0.6,135653
100,0.1,0.6,135563
100,0.1,0.6,135555
100,0.1,0.6,135602
100,0.1,0.6,135653
100,0.1,0.6,135844
100,0.1,0.6,135620
100,0.1,0.6,135672
100,0.1,0.6,135732
100,0.1,0.6,135736
100,0.1,0.6,135723
100,0.1,0.6,135906
100,0.1,0.6,135781
100,0.1,0.6,135613
100,0.1,0.6,135658
100,0.1,0.6,135719
100,0.1,0.6,135487
100,0.1,0.6,135642
100,0.1,0.6,135999
100,0.1,0.6,135527
100,0.1,0.6,135601
100,0.1,0.6,135634
100,0.1,0.6,135798
100,0.1,0.6,135503
100,0.1,0.6,135584
100,0.1,0.6,135786
100,0.1,0.6,135560
100,0.1,0.6,135800
100,0.1,0.85,135650
100,0.1,0.85,135581
100,0.1,0.85,135608
100,0.1,0.85,135781
100,0.1,0.85,135952
100,0.1,0.85,135682
100,0.1,0.85,135660
100,0.1,0.85,135760
100,0.1,0.85,135709
100,0.1,0.85,135917
100,0.1,0.85,135653
100,0.1,0.85,135717
100,0.1,0.85,135628
100,0.1,0.85,135641
100,0.1,0.85,135648
100,0.1,0.85,135808
100,0.1,0.85,135787
100,0.1,0.85,135441
100,0.1,0.85,135709
100,0.1,0.85,135565
100,0.1,0.85,135588
100,0.1,0.85,135987
100,0.1,0.85,135694
100,0.1,0.85,135746
100,0.1,0.85,135662
100,0.1,0.85,135606
100,0.1,0.85,135702
100,0.1,0.85,135748
100,0.1,0.85,135660
100,0.1,0.85,135728
100,0.1,0.85,135524
100,0.1,0.85,135672
100,0.1,0.85,135724
100,0.1,0.85,135592
100,0.1,0.85,135574
100,0.1,0.85,135680
100,0.1,0.85,135513
100,0.1,0.85,135615
100,0.1,0.85,135817
100,0.1,0.85,135861
100,0.1,0.85,135634
100,0.1,0.85,135723
100,0.1,0.85,135820
100,0.1,0.85,135913
100,0.1,0.85,135722
100,0.1,0.85,135733
100,0.1,0.85,135773
100,0.1,0.85,135766
100,0.1,0.85,135826
100,0.1,0.85,135852
100,0.1,0.85,135967
100,0.1,0.85,135721
100,0.1,0.85,135743
100,0.1,0.85,135768
100,0.1,0.85,135782
100,0.1,0.85,135806
100,0.1,0.85,135702
100,0.1,0.85,135619
100,0.1,0.85,135735
100,0.1,0.85,135831
100,0.1,0.85,135877
100,0.1,0.85,135948
100,0.1,0.85,135595
100,0.1,0.85,135727
100,0.1,0.85,135572
100,0.1,0.85,135637
100,0.1,0.85,135693
100,0.1,0.85,135831
100,0.1,0.85,135635
100,0.1,0.85,135741
100,0.1,0.85,135528
100,0.1,0.85,135774
100,0.1,0.85,135643
100,0.1,0.85,135651
100,0.1,0.85,135689
100,0.1,0.85,135683
100,0.1,0.85,135757
100,0.1,0.85,135695
100,0.1,0.85,135872
100,0.1,0.85,136033
100,0.1,0.85,135510
100,0.1,0.85,135659
100,0.1,0.85,135701
100,0.1,0.85,135688
100,0.1,0.85,135822
100,0.1,0.85,135633
100,0.1,0.85,135815
100,0.1,0.85,135665
100,0.1,0.85,135979
100,0.1,0.85,135787
100,0.1,0.85,135908
100,0.1,0.85,135704
100,0.1,0.85,135686
100,0.1,0.85,135792
100,0.1,0.85,135566
100,0.1,0.85,135682
100,0.1,0.85,135556
100,0.1,0.85,135759
100,0.1,0.85,135640
100,0.1,0.85,135722
100,0.1,1.0,135701
100,0.1,1.0,135950
100,0.1,1.0,135796
100,0.1,1.0,135672
100,0.1,1.0,135768
100,0.1,1.0,135477
100,0.1,1.0,135807
100,0.1,1.0,135801
100,0.1,1.0,135836
100,0.1,1.0,135759
100,0.1,1.0,135850
100,0.1,1.0,135662
100,0.1,1.0,135496
100,0.1,1.0,135597
100,0.1,1.0,135739
100,0.1,1.0,135977
100,0.1,1.0,135636
100,0.1,1.0,135739
100,0.1,1.0,135762
100,0.1,1.0,135712
100,0.1,1.0,135610
100,0.1,1.0,135724
100,0.1,1.0,135614
100,0.1,1.0,135663
100,0.1,1.0,135625
100,0.1,1.0,135661
100,0.1,1.0,135633
100,0.1,1.0,135637
100,0.1,1.0,135577
100,0.1,1.0,135660
100,0.1,1.0,135905
100,0.1,1.0,135602
100,0.1,1.0,135603
100,0.1,1.0,135983
100,0.1,1.0,135584
100,0.1,1.0,135803
100,0.1,1.0,135840
100,0.1,1.0,135582
100,0.1,1.0,135584
100,0.1,1.0,135293
100,0.1,1.0,135662
100,0.1,1.0,135791
100,0.1,1.0,135712
100,0.1,1.0,135874
100,0.1,1.0,135678
100,0.1,1.0,135649
100,0.1,1.0,135724
100,0.1,1.0,135753
100,0.1,1.0,135842
100,0.1,1.0,135929
100,0.1,1.0,135857
100,0.1,1.0,135798
100,0.1,1.0,135850
100,0.1,1.0,135752
100,0.1,1.0,135803
100,0.1,1.0,135619
100,0.1,1.0,135777
100,0.1,1.0,135784
100,0.1,1.0,135908
100,0.1,1.0,135535
100,0.1,1.0,135824
100,0.1,1.0,136026
100,0.1,1.0,135776
100,0.1,1.0,135887
100,0.1,1.0,135766
100,0.1,1.0,135832
100,0.1,1.0,135859
100,0.1,1.0,135732
100,0.1,1.0,135864
100,0.1,1.0,135843
100,0.1,1.0,135829
100,0.1,1.0,135747
100,0.1,1.0,135902
100,0.1,1.0,135851
100,0.1,1.0,135879
100,0.1,1.0,135671
100,0.1,1.0,135842
100,0.1,1.0,135908
100,0.1,1.0,135655
100,0.1,1.0,135806
100,0.1,1.0,135757
100,0.1,1.0,135904
100,0.1,1.0,135667
100,0.1,1.0,135765
100,0.1,1.0,135631
100,0.1,1.0,135700
100,0.1,1.0,135737
100,0.1,1.0,135892
100,0.1,1.0,135975
100,0.1,1.0,135953
100,0.1,1.0,135797
100,0.1,1.0,135969
100,0.1,1.0,135762
100,0.1,1.0,135806
100,0.1,1.0,135702
100,0.1,1.0,135758
100,0.1,1.0,135961
100,0.1,1.0,135781
100,0.1,1.0,135721
100,0.1,1.0,135854
200,0.01,0.6,135542
200,0.01,0.6,135683
200,0.01,0.6,135789
200,0.01,0.6,135588
200,0.01,0.6,135793
200,0.01,0.6,135530
200,0.01,0.6,135920
200,0.01,0.6,135666
200,0.01,0.6,135710
200,0.01,0.6,135618
200,0.01,0.6,135645
200,0.01,0.6,135750
200,0.01,0.6,135494
