Population Size,Mutation Rate,Crossover Rate,Satisfied Clauses
200,0.01,0.6,135902
200,0.01,0.6,135507
200,0.01,0.6,135589
200,0.01,0.6,135627
200,0.01,0.6,135642
200,0.01,0.6,135589
200,0.01,0.6,135600
200,0.01,0.6,135791
200,0.01,0.6,135856
200,0.01,0.6,135964
200,0.01,0.6,135638
200,0.01,0.6,135771
200,0.01,0.6,135693
200,0.01,0.6,135503
200,0.01,0.6,135639
200,0.01,0.6,135670
200,0.01,0.6,135593
200,0.01,0.6,135644
200,0.01,0.6,135670
200,0.01,0.6,135606
200,0.01,0.6,135482
200,0.01,0.6,135631
200,0.01,0.6,135707
200,0.01,0.6,135826
200,0.01,0.6,135626
200,0.01,0.6,135650
200,0.01,0.6,135652
200,0.01,0.6,135568
200,0.01,0.6,135557
200,0.01,0.6,135546
200,0.01,0.6,135772
200,0.01,0.6,135604
200,0.01,0.6,135767
200,0.01,0.6,135510
200,0.01,0.6,135920
200,0.01,0.6,135621
200,0.01,0.6,135542
200,0.01,0.6,135695
200,0.01,0.6,135682
200,0.01,0.6,135642
200,0.01,0.6,135791
200,0.01,0.6,135682
200,0.01,0.6,135677
200,0.01,0.6,135700
200,0.01,0.6,135904
200,0.01,0.6,135648
200,0.01,0.6,135662
200,0.01,0.6,135632
200,0.01,0.6,135524
200,0.01,0.6,135640
200,0.01,0.6,135454
200,0.01,0.6,135774
200,0.01,0.6,135612
200,0.01,0.6,135537
200,0.01,0.6,135749
200,0.01,0.6,135578
200,0.01,0.6,135573
200,0.01,0.6,135697
200,0.01,0.6,135737
200,0.01,0.6,135717
200,0.01,0.6,135752
200,0.01,0.6,135651
200,0.01,0.6,135789
200,0.01,0.6,135591
200,0.01,0.6,135487
200,0.01,0.6,135749
200,0.01,0.6,135574
200,0.01,0.6,135709
200,0.01,0.6,135641
200,0.01,0.6,135698
200,0.01,0.6,135567
200,0.01,0.6,135501
200,0.01,0.6,135631
200,0.01,0.6,135624
200,0.01,0.6,135558
200,0.01,0.6,135453
200,0.01,0.6,135494
200,0.01,0.6,135681
200,0.01,0.6,135534
200,0.01,0.6,135782
200,0.01,0.6,135599
200,0.01,0.6,135660
200,0.01,0.6,135573
200,0.01,0.6,135733
200,0.01,0.6,135625
200,0.01,0.6,135560
200,0.01,0.6,135523
200,0.01,0.85,135743
200,0.01,0.85,135683
200,0.01,0.85,135752
200,0.01,0.85,135850
200,0.01,0.85,135709
200,0.01,0.85,135656
200,0.01,0.85,135908
200,0.01,0.85,135658
200,0.01,0.85,135649
200,0.01,0.85,135507
200,0.01,0.85,135655
200,0.01,0.85,135670
200,0.01,0.85,135472
200,0.01,0.85,135579
200,0.01,0.85,135585
200,0.01,0.85,135666
200,0.01,0.85,135509
200,0.01,0.85,135625
200,0.01,0.85,135533
200,0.01,0.85,135676
200,0.01,0.85,135532
200,0.01,0.85,135530
200,0.01,0.85,135725
200,0.01,0.85,135631
200,0.01,0.85,135638
200,0.01,0.85,135801
200,0.01,0.85,135590
200,0.01,0.85,135716
200,0.01,0.85,135734
200,0.01,0.85,135775
200,0.01,0.85,135645
200,0.01,0.85,135567
200,0.01,0.85,135531
200,0.01,0.85,135710
200,0.01,0.85,135581
200,0.01,0.85,135474
200,0.01,0.85,135817
200,0.01,0.85,135587
200,0.01,0.85,135720
200,0.01,0.85,135466
200,0.01,0.85,135660
200,0.01,0.85,135581
200,0.01,0.85,135576
200,0.01,0.85,135669
200,0.01,0.85,135590
200,0.01,0.85,135675
200,0.01,0.85,135714
200,0.01,0.85,135679
200,0.01,0.85,135585
200,0.01,0.85,135794
200,0.01,0.85,135899
200,0.01,0.85,135603
200,0.01,0.85,135766
200,0.01,0.85,135698
200,0.01,0.85,135624
200,0.01,0.85,135684
200,0.01,0.85,135607
200,0.01,0.85,135463
200,0.01,0.85,135644
200,0.01,0.85,135608
200,0.01,0.85,135504
200,0.01,0.85,135701
200,0.01,0.85,135611
200,0.01,0.85,135805
200,0.01,0.85,135627
200,0.01,0.85,135574
200,0.01,0.85,135703
200,0.01,0.85,135711
200,0.01,0.85,135805
200,0.01,0.85,135792
200,0.01,0.85,135648
200,0.01,0.85,135625
200,0.01,0.85,135602
200,0.01,0.85,135672
200,0.01,0.85,135666
200,0.01,0.85,135745
200,0.01,0.85,135715
200,0.01,0.85,135889
200,0.01,0.85,135815
200,0.01,0.85,135705
200,0.01,0.85,135449
200,0.01,0.85,135540
200,0.01,0.85,135666
200,0.01,0.85,135616
200,0.01,0.85,135708
200,0.01,0.85,135835
200,0.01,0.85,135701
200,0.01,0.85,135485
200,0.01,0.85,135750
200,0.01,0.85,135775
200,0.01,0.85,135703
200,0.01,0.85,135488
200,0.01,0.85,135582
200,0.01,0.85,135774
200,0.01,0.85,135526
200,0.01,0.85,135769
200,0.01,0.85,135807
200,0.01,0.85,135685
200,0.01,0.85,135805
200,0.01,0.85,135705
200,0.01,1.0,135577
200,0.01,1.0,135588
200,0.01,1.0,135555
200,0.01,1.0,135662
200,0.01,1.0,135543
200,0.01,1.0,135612
200,0.01,1.0,135757
200,0.01,1.0,135697
200,0.01,1.0,135550
200,0.01,1.0,135602
200,0.01,1.0,135674
200,0.01,1.0,135623
200,0.01,1.0,135761
200,0.01,1.0,135802
200,0.01,1.0,135541
200,0.01,1.0,135582
200,0.01,1.0,135762
200,0.01,1.0,135606
200,0.01,1.0,135769
200,0.01,1.0,135735
200,0.01,1.0,135628
200,0.01,1.0,135548
200,0.01,1.0,135887
200,0.01,1.0,135689
200,0.01,1.0,135775
200,0.01,1.0,135759
200,0.01,1.0,135688
200,0.01,1.0,135539
200,0.01,1.0,135965
200,0.01,1.0,135638
200,0.01,1.0,135644
200,0.01,1.0,135625
200,0.01,1.0,135690
200,0.01,1.0,135867
200,0.01,1.0,135524
200,0.01,1.0,135658
200,0.01,1.0,135593
200,0.01,1.0,135772
200,0.01,1.0,135766
200,0.01,1.0,135662
200,0.01,1.0,135637
200,0.01,1.0,135619
200,0.01,1.0,135719
200,0.01,1.0,135786
200,0.01,1.0,135905
200,0.01,1.0,135747
200,0.01,1.0,135619
200,0.01,1.0,135721
200,0.01,1.0,135921
200,0.01,1.0,135583
200,0.01,1.0,135493
200,0.01,1.0,135566
200,0.01,1.0,135604
200,0.01,1.0,135618
200,0.01,1.0,135661
200,0.01,1.0,135704
200,0.01,1.0,135589
200,0.01,1.0,135683
200,0.01,1.0,135766
200,0.01,1.0,135595
200,0.01,1.0,135586
200,0.01,1.0,135704
200,0.01,1.0,135576
200,0.01,1.0,135773
200,0.01,1.0,135546
200,0.01,1.0,135559
200,0.01,1.0,135749
200,0.01,1.0,135862
200,0.01,1.0,135834
200,0.01,1.0,135742
200,0.01,1.0,135782
200,0.01,1.0,135563
200,0.01,1.0,135647
200,0.01,1.0,135600
200,0.01,1.0,135890
200,0.01,1.0,135550
200,0.01,1.0,135529
200,0.01,1.0,135586
200,0.01,1.0,135952
200,0.01,1.0,135636
200,0.01,1.0,135653
200,0.01,1.0,135696
200,0.01,1.0,135593
200,0.01,1.0,135605
200,0.01,1.0,135709
200,0.01,1.0,135530
200,0.01,1.0,135694
200,0.01,1.0,135570
200,0.01,1.0,135750
200,0.01,1.0,135672
200,0.01,1.0,135604
200,0.01,1.0,135673
200,0.01,1.0,135567
200,0.01,1.0,135559
200,0.01,1.0,135637
200,0.01,1.0,135538
200,0.01,1.0,135586
200,0.01,1.0,135545
200,0.01,1.0,135670
200,0.01,1.0,135517
200,0.05,0.6,135602
200,0.05,0.6,135791
200,0.05,0.6,135674
200,0.05,0.6,135803
200,0.05,0.6,135615
200,0.05,0.6,135800
200,0.05,0.6,135690
200,0.05,0.6,135635
200,0.05,0.6,135757
200,0.05,0.6,135575
200,0.05,0.6,135711
200,0.05,0.6,135680
200,0.05,0.6,135761
200,0.05,0.6,135600
200,0.05,0.6,135710
200,0.05,0.6,135504
200,0.05,0.6,135711
200,0.05,0.6,135681
200,0.05,0.6,135743
200,0.05,0.6,135531
200,0.05,0.6,135661
200,0.05,0.6,135658
200,0.05,0.6,135718
200,0.05,0.6,135727
200,0.05,0.6,135425
200,0.05,0.6,135607
200,0.05,0.6,135734
200,0.05,0.6,135653
200,0.05,0.6,135811
200,0.05,0.6,135719
200,0.05,0.6,135686
200,0.05,0.6,135725
200,0.05,0.6,135596
200,0.05,0.6,135750
200,0.05,0.6,135587
200,0.05,0.6,135408
200,0.05,0.6,135755
200,0.05,0.6,135641
200,0.05,0.6,135640
200,0.05,0.6,135612
200,0.05,0.6,135661
200,0.05,0.6,135552
200,0.05,0.6,135776
200,0.05,0.6,135655
200,0.05,0.6,135565
200,0.05,0.6,135766
200,0.05,0.6,135546
200,0.05,0.6,135820
200,0.05,0.6,135757
200,0.05,0.6,135713
200,0.05,0.6,135806
200,0.05,0.6,135704
200,0.05,0.6,135802
200,0.05,0.6,135643
200,0.05,0.6,135822
200,0.05,0.6,135911
200,0.05,0.6,135626
200,0.05,0.6,135724
200,0.05,0.6,135521
200,0.05,0.6,135525
200,0.05,0.6,135630
200,0.05,0.6,135545
200,0.05,0.6,135689
200,0.05,0.6,135576
200,0.05,0.6,135663
200,0.05,0.6,135667
200,0.05,0.6,135840
200,0.05,0.6,135532
200,0.05,0.6,135651
200,0.05,0.6,135508
200,0.05,0.6,135708
200,0.05,0.6,135598
200,0.05,0.6,135638
200,0.05,0.6,135580
200,0.05,0.6,135523
200,0.05,0.6,135901
200,0.05,0.6,135748
200,0.05,0.6,135606
200,0.05,0.6,135571
200,0.05,0.6,135601
200,0.05,0.6,135515
200,0.05,0.6,135722
200,0.05,0.6,135559
200,0.05,0.6,135672
200,0.05,0.6,135548
200,0.05,0.6,135596
200,0.05,0.6,135562
200,0.05,0.6,135543
200,0.05,0.6,135674
200,0.05,0.6,135587
200,0.05,0.6,135815
200,0.05,0.6,135676
200,0.05,0.6,135648
200,0.05,0.6,135706
200,0.05,0.6,135671
200,0.05,0.6,135530
200,0.05,0.6,135543
200,0.05,0.6,135606
200,0.05,0.6,135706
200,0.05,0.6,135673
200,0.05,0.85,135550
200,0.05,0.85,135604
200,0.05,0.85,135632
200,0.05,0.85,135738
200,0.05,0.85,135538
200,0.05,0.85,135482
200,0.05,0.85,135574
200,0.05,0.85,135770
200,0.05,0.85,135773
200,0.05,0.85,135676
200,0.05,0.85,135557
200,0.05,0.85,135554
200,0.05,0.85,135653
200,0.05,0.85,135785
200,0.05,0.85,135711
200,0.05,0.85,135616
200,0.05,0.85,135564
200,0.05,0.85,135809
200,0.05,0.85,135561
200,0.05,0.85,135508
200,0.05,0.85,135605
200,0.05,0.85,135607
200,0.05,0.85,135700
200,0.05,0.85,135507
200,0.05,0.85,135547
200,0.05,0.85,135516
200,0.05,0.85,135585
200,0.05,0.85,135919
200,0.05,0.85,135553
200,0.05,0.85,135508
200,0.05,0.85,135650
200,0.05,0.85,135750
200,0.05,0.85,135712
200,0.05,0.85,135718
200,0.05,0.85,135688
200,0.05,0.85,135685
200,0.05,0.85,135688
200,0.05,0.85,135661
200,0.05,0.85,135896
200,0.05,0.85,135610
200,0.05,0.85,135606
200,0.05,0.85,135690
200,0.05,0.85,135656
200,0.05,0.85,135656
200,0.05,0.85,135632
200,0.05,0.85,135562
200,0.05,0.85,135823
200,0.05,0.85,135569
200,0.05,0.85,135515
200,0.05,0.85,135878
200,0.05,0.85,135573
200,0.05,0.85,135906
200,0.05,0.85,135706
200,0.05,0.85,135617
200,0.05,0.85,135622
200,0.05,0.85,135575
200,0.05,0.85,135490
200,0.05,0.85,135517
200,0.05,0.85,135696
200,0.05,0.85,135998
200,0.05,0.85,135796
200,0.05,0.85,135898
200,0.05,0.85,135500
200,0.05,0.85,135656
200,0.05,0.85,135608
200,0.05,0.85,135680
200,0.05,0.85,135667
200,0.05,0.85,135759
200,0.05,0.85,135625
200,0.05,0.85,135569
200,0.05,0.85,135613
200,0.05,0.85,135618
200,0.05,0.85,135834
200,0.05,0.85,135723
200,0.05,0.85,135699
200,0.05,0.85,135682
200,0.05,0.85,135780
200,0.05,0.85,135689
200,0.05,0.85,135599
200,0.05,0.85,135711
200,0.05,0.85,135927
200,0.05,0.85,135683
200,0.05,0.85,135704
200,0.05,0.85,135763
200,0.05,0.85,135749
200,0.05,0.85,135757
200,0.05,0.85,135598
200,0.05,0.85,135565
200,0.05,0.85,135670
200,0.05,0.85,135666
200,0.05,0.85,135678
200,0.05,0.85,135695
200,0.05,0.85,135695
200,0.05,0.85,135599
200,0.05,0.85,135829
200,0.05,0.85,135684
200,0.05,0.85,135726
200,0.05,0.85,135657
200,0.05,0.85,135745
200,0.05,0.85,135714
200,0.05,1.0,135734
200,0.05,1.0,135747
200,0.05,1.0,135654
200,0.05,1.0,135809
200,0.05,1.0,135465
200,0.05,1.0,135612
200,0.05,1.0,135691
200,0.05,1.0,135712
200,0.05,1.0,135744
200,0.05,1.0,135871
200,0.05,1.0,135648
200,0.05,1.0,135684
200,0.05,1.0,135582
200,0.05,1.0,135581
200,0.05,1.0,135558
200,0.05,1.0,135511
200,0.05,1.0,135479
200,0.05,1.0,135608
200,0.05,1.0,135599
200,0.05,1.0,135690
200,0.05,1.0,135575
200,0.05,1.0,135511
200,0.05,1.0,135617
200,0.05,1.0,135871
200,0.05,1.0,135733
200,0.05,1.0,135562
200,0.05,1.0,135703
200,0.05,1.0,135600
200,0.05,1.0,135654
200,0.05,1.0,135827
200,0.05,1.0,135765
200,0.05,1.0,135684
200,0.05,1.0,135818
200,0.05,1.0,135533
200,0.05,1.0,135722
200,0.05,1.0,135825
200,0.05,1.0,135506
200,0.05,1.0,135764
200,0.05,1.0,135651
200,0.05,1.0,135688
200,0.05,1.0,135777
200,0.05,1.0,135709
200,0.05,1.0,135570
200,0.05,1.0,135664
200,0.05,1.0,135554
200,0.05,1.0,135752
200,0.05,1.0,135740
200,0.05,1.0,135859
200,0.05,1.0,135702
200,0.05,1.0,135773
200,0.05,1.0,135657
200,0.05,1.0,135571
200,0.05,1.0,135769
200,0.05,1.0,135818
200,0.05,1.0,135707
200,0.05,1.0,135667
200,0.05,1.0,135763
200,0.05,1.0,135632
200,0.05,1.0,135591
200,0.05,1.0,135712
200,0.05,1.0,135555
200,0.05,1.0,135676
200,0.05,1.0,135594
200,0.05,1.0,135691
200,0.05,1.0,135755
200,0.05,1.0,135575
200,0.05,1.0,135594
200,0.05,1.0,135507
200,0.05,1.0,135653
200,0.05,1.0,135682
200,0.05,1.0,135740
200,0.05,1.0,135631
200,0.05,1.0,135829
200,0.05,1.0,135808
200,0.05,1.0,135643
200,0.05,1.0,135668
200,0.05,1.0,135704
200,0.05,1.0,135711
200,0.05,1.0,135797
200,0.05,1.0,135948
200,0.05,1.0,135447
200,0.05,1.0,135817
200,0.05,1.0,135706
200,0.05,1.0,135630
200,0.05,1.0,135757
200,0.05,1.0,135666
200,0.05,1.0,135678
200,0.05,1.0,135665
200,0.05,1.0,135503
200,0.05,1.0,135761
200,0.05,1.0,135764
200,0.05,1.0,135611
200,0.05,1.0,135585
200,0.05,1.0,135642
200,0.05,1.0,135576
200,0.05,1.0,135583
200,0.05,1.0,135538
200,0.05,1.0,135762
200,0.05,1.0,135612
200,0.05,1.0,135613
200,0.1,0.6,135510
200,0.1,0.6,135550
200,0.1,0.6,135688
200,0.1,0.6,135783
200,0.1,0.6,135739
200,0.1,0.6,135610
200,0.1,0.6,135639
200,0.1,0.6,135459
200,0.1,0.6,135814
200,0.1,0.6,135821
200,0.1,0.6,135457
200,0.1,0.6,135849
200,0.1,0.6,135648
200,0.1,0.6,135695
200,0.1,0.6,135420
200,0.1,0.6,135751
200,0.1,0.6,135616
200,0.1,0.6,135607
200,0.1,0.6,135756
200,0.1,0.6,135590
200,0.1,0.6,135736
200,0.1,0.6,135535
200,0.1,0.6,135698
200,0.1,0.6,135342
200,0.1,0.6,135838
200,0.1,0.6,135490
200,0.1,0.6,135560
200,0.1,0.6,135714
200,0.1,0.6,135418
200,0.1,0.6,135578
200,0.1,0.6,135463
200,0.1,0.6,135744
200,0.1,0.6,135556
200,0.1,0.6,135549
200,0.1,0.6,135493
200,0.1,0.6,135651
200,0.1,0.6,135798
200,0.1,0.6,135433
200,0.1,0.6,135654
200,0.1,0.6,135721
200,0.1,0.6,135616
200,0.1,0.6,135598
200,0.1,0.6,135786
200,0.1,0.6,135677
200,0.1,0.6,135558
200,0.1,0.6,135365
200,0.1,0.6,135882
200,0.1,0.6,135744
200,0.1,0.6,135690
200,0.1,0.6,135525
200,0.1,0.6,135755
200,0.1,0.6,135768
200,0.1,0.6,135675
200,0.1,0.6,135527
200,0.1,0.6,135494
200,0.1,0.6,135630
200,0.1,0.6,135526
200,0.1,0.6,135484
200,0.1,0.6,135420
200,0.1,0.6,135541
200,0.1,0.6,135656
200,0.1,0.6,135594
200,0.1,0.6,135779
200,0.1,0.6,135522
200,0.1,0.6,135653
200,0.1,0.6,135419
200,0.1,0.6,135594
200,0.1,0.6,135736
200,0.1,0.6,135664
200,0.1,0.6,135755
200,0.1,0.6,135549
200,0.1,0.6,135724
200,0.1,0.6,135536
200,0.1,0.6,135658
200,0.1,0.6,135772
200,0.1,0.6,135547
200,0.1,0.6,135645
200,0.1,0.6,135678
200,0.1,0.6,135361
200,0.1,0.6,135798
200,0.1,0.6,135509
200,0.1,0.6,135636
200,0.1,0.6,135683
200,0.1,0.6,135692
200,0.1,0.6,135643
200,0.1,0.6,135413
200,0.1,0.6,135827
200,0.1,0.6,135753
200,0.1,0.6,135719
200,0.1,0.6,135625
200,0.1,0.6,135742
200,0.1,0.6,135587
200,0.1,0.6,135854
200,0.1,0.6,135490
200,0.1,0.6,135648
200,0.1,0.6,135819
200,0.1,0.6,135996
200,0.1,0.6,135676
200,0.1,0.6,135748
200,0.1,0.6,135638
200,0.1,0.85,135525
200,0.1,0.85,135704
200,0.1,0.85,135588
200,0.1,0.85,135523
200,0.1,0.85,135805
200,0.1,0.85,135727
200,0.1,0.85,135768
200,0.1,0.85,135512
200,0.1,0.85,135577
200,0.1,0.85,135552
200,0.1,0.85,135766
200,0.1,0.85,135606
200,0.1,0.85,135732
200,0.1,0.85,135707
200,0.1,0.85,135550
200,0.1,0.85,135633
200,0.1,0.85,135854
200,0.1,0.85,135889
200,0.1,0.85,135551
200,0.1,0.85,135571
200,0.1,0.85,135694
200,0.1,0.85,135636
200,0.1,0.85,135643
200,0.1,0.85,135658
200,0.1,0.85,135730
200,0.1,0.85,135764
200,0.1,0.85,135629
200,0.1,0.85,135564
200,0.1,0.85,135588
200,0.1,0.85,135773
200,0.1,0.85,135791
200,0.1,0.85,135642
200,0.1,0.85,135827
200,0.1,0.85,135434
200,0.1,0.85,135704
200,0.1,0.85,135561
200,0.1,0.85,135690
200,0.1,0.85,135700
200,0.1,0.85,135711
200,0.1,0.85,135542
200,0.1,0.85,135632
200,0.1,0.85,135701
200,0.1,0.85,135683
200,0.1,0.85,135740
200,0.1,0.85,135513
200,0.1,0.85,135639
200,0.1,0.85,135469
200,0.1,0.85,135712
200,0.1,0.85,135537
200,0.1,0.85,135629
200,0.1,0.85,135694
200,0.1,0.85,135728
200,0.1,0.85,135628
200,0.1,0.85,135647
200,0.1,0.85,135751
200,0.1,0.85,135651
200,0.1,0.85,135530
200,0.1,0.85,135653
200,0.1,0.85,135479
200,0.1,0.85,135648
200,0.1,0.85,135661
200,0.1,0.85,135511
200,0.1,0.85,135709
200,0.1,0.85,135765
200,0.1,0.85,135826
200,0.1,0.85,135679
200,0.1,0.85,135706
200,0.1,0.85,135605
200,0.1,0.85,135674
200,0.1,0.85,135731
200,0.1,0.85,135730
200,0.1,0.85,135516
200,0.1,0.85,135602
200,0.1,0.85,135647
200,0.1,0.85,135751
200,0.1,0.85,135675
200,0.1,0.85,135908
200,0.1,0.85,135587
200,0.1,0.85,135653
200,0.1,0.85,135665
200,0.1,0.85,135659
200,0.1,0.85,135727
200,0.1,0.85,135685
200,0.1,0.85,135555
200,0.1,0.85,135607
200,0.1,0.85,135660
200,0.1,0.85,135635
200,0.1,0.85,135799
200,0.1,0.85,135738
200,0.1,0.85,135585
200,0.1,0.85,135670
200,0.1,0.85,135616
200,0.1,0.85,135630
200,0.1,0.85,135780
200,0.1,0.85,135591
200,0.1,0.85,135445
200,0.1,0.85,135745
200,0.1,0.85,135562
200,0.1,0.85,135629
200,0.1,0.85,135593
200,0.1,1.0,135897
200,0.1,1.0,135793
200,0.1,1.0,135529
200,0.1,1.0,135588
200,0.1,1.0,135571
200,0.1,1.0,135678
200,0.1,1.0,135660
200,0.1,1.0,135729
200,0.1,1.0,135627
200,0.1,1.0,135524
200,0.1,1.0,135592
200,0.1,1.0,135668
200,0.1,1.0,135808
200,0.1,1.0,135964
200,0.1,1.0,135566
200,0.1,1.0,135575
200,0.1,1.0,135584
200,0.1,1.0,135785
200,0.1,1.0,135831
200,0.1,1.0,135601
200,0.1,1.0,135608
200,0.1,1.0,135495
200,0.1,1.0,135524
200,0.1,1.0,135703
200,0.1,1.0,135627
200,0.1,1.0,135576
200,0.1,1.0,135620
200,0.1,1.0,135682
200,0.1,1.0,135600
200,0.1,1.0,135831
200,0.1,1.0,135594
200,0.1,1.0,135473
200,0.1,1.0,135568
200,0.1,1.0,135666
200,0.1,1.0,135556
200,0.1,1.0,135638
200,0.1,1.0,135816
200,0.1,1.0,135631
200,0.1,1.0,135770
200,0.1,1.0,135881
200,0.1,1.0,135761
200,0.1,1.0,135599
200,0.1,1.0,135681
200,0.1,1.0,135613
200,0.1,1.0,135673
200,0.1,1.0,135791
200,0.1,1.0,135863
200,0.1,1.0,135748
200,0.1,1.0,135606
200,0.1,1.0,135638
200,0.1,1.0,135739
200,0.1,1.0,135605
200,0.1,1.0,135528
200,0.1,1.0,135634
200,0.1,1.0,135635
200,0.1,1.0,135648
200,0.1,1.0,135721
200,0.1,1.0,135665
200,0.1,1.0,135651
200,0.1,1.0,135789
200,0.1,1.0,135612
200,0.1,1.0,135839
200,0.1,1.0,135538
200,0.1,1.0,135715
200,0.1,1.0,135669
200,0.1,1.0,135649
200,0.1,1.0,135794
200,0.1,1.0,135569
200,0.1,1.0,135579
200,0.1,1.0,135801
200,0.1,1.0,135525
200,0.1,1.0,135630
200,0.1,1.0,135745
200,0.1,1.0,135508
200,0.1,1.0,135632
200,0.1,1.0,135753
200,0.1,1.0,135551
200,0.1,1.0,135727
200,0.1,1.0,135722
200,0.1,1.0,135820
200,0.1,1.0,135650
200,0.1,1.0,135696
200,0.1,1.0,135822
200,0.1,1.0,135913
200,0.1,1.0,135575
200,0.1,1.0,135659
200,0.1,1.0,135663
200,0.1,1.0,135612
200,0.1,1.0,135783
200,0.1,1.0,135666
200,0.1,1.0,135666
200,0.1,1.0,135563
200,0.1,1.0,135772
200,0.1,1.0,135738
200,0.1,1.0,135696
200,0.1,1.0,135613
200,0.1,1.0,135893
200,0.1,1.0,135787
200,0.1,1.0,135662
200,0.1,1.0,135541
